,Unnamed: 0,ALAND,AWATER,CBSAFP,CLASSFP,COUNTYFP,COUNTYNS,CSAFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,METDIVFP,MTFCC,NAME,NAMELSAD,STATEFP,sort_id,index,FNAME,AUDIT_YEAR,REV_TOTAL,REV_INTGOVT,EXP_TOTAL,TOTAL_DEBT,CTY_POP,intensity,pcrev,pcexp,pcintgov,pcdebt,pc_ap,w_rook_i,w_queen_i,w_db_b_i,w_db_c_i,w_kern_i,w_rook_i_ap,w_queen_i_ap,w_db_b_i_ap,w_db_c_i_ap,w_kern_i_ap,w_rook_g,w_queen_g,w_db_b_g,w_db_c_g,w_kern_g,w_rook_g_ap,w_queen_g_ap,w_db_b_g_ap,w_db_c_g_ap,w_kern_g_ap,fipsc,fipscty,year_x,ap,pcap,pcap_mean,pcap_rel,gsp,pcap_rel2,LG_ID,REV_CTF,EXP_DEBT_SERVICE_GEN,EXP_TRANSFER_OUT,ST_SALES_TAX_PAID,EXP_CAPITAL_OUTLAY,EXP_JUDICIAL,db,EXP_HEALTH,EXP_FIRE,EXP_OTHER_PUBLIC_WORKS,REV_FRANCHISE_TAX,POPULATION,EXP_GEN_GOVT,LIABILITIES,EXP_TOTAL_PUBLIC_SAFETY,REV_LODGING_TAX,ALL_OTHER_INTGOVT,REVENUE_DEBT_GEN,EXP_MISC,REV_OTHER_TAX,REV_UNCLASS_TAX,db_temp,GO_DEBT_GEN,OTHER_DEBT_GEN,sorting_id,EXP_SOCIAL_SERVICE,EXP_PRINCIPAL_GEN,REV_MOTOR_VEH_FEE,REV_TRANSFER_IN,EXP_RECREATION,EXP_POLICE,EXP_INTEREST_GEN,NAME_x,NAME_y,EXP_OTHER_PUBLIC_SAFETY,REV_CHARGES,EXP_TOTAL_PUBLIC_WORKS,DFL,REV_TOTAL_TAX,LGTYPE_ID,REV_SALES_USE_TAX,REV_LICENSES,REV_REAL_ESTATE_TRANSFER_TAX,Unnamed: 0.1,REV_MISC,REV_PROPERTY_TAX,REV_SO_TAX,LGID,REV_FINES,ASSETS,SALES_TAX_RATE,REV_OCCUPATION_TAX,REV_CIGARETTE_TAX,REV_INTEREST,EXP_TOTAL_OPERATING,EXP_TRASH,int_temp,EXP_STREET,RETAIL_SALES,REV_SOCIAL_SERVICE,REV_HUT,hh_size,births,deaths,gq_pop,hh_pop,vac_rate,pop,npop_increase,permits,n_migr,cens_pop,hh_num,hu_num,vac_num,year_y,cty,real_resid,real_total,real_non_resid,real_res_val,real_nonres_val,resid,total,non_resid,res_rate,nonres_rate,res_val,nonres_val,AUDIT_YEAR_y,defl,cpi,cpi_growth
965,965,2624702134,4013482,,H1,15,198123,,A,8015,38.738244099999996,-106.3169553,6,,G4020,Chaffee,Chaffee County,8,5,360,Chaffee,2006,17734088.60863095,7405850.833333334,17017485.17857143,4750706.845238095,16919,3.0,1048.1759328938442,1005.8209810610217,437.72391000256124,280.79123146983244,7441.574561144276,-0.0077870415261583285,-0.00913828549825211,0.39278082587603,0.3925130608588685,0.2718237201249318,0.14954898930388946,0.15177318992295055,0.1640474968846062,0.15178234379982047,0.2102267400374131,0.05035768876836258,0.050431424072441416,-0.5327531023417846,-0.5467734813735556,-0.3786790778345007,-0.3960992819024733,-0.4012199648762881,-0.3636349855156265,-0.3638596809002052,-0.5459684162732986,15,15,2006.0,125904.0,7441.574561144276,9923.66445540197,0.7498817190552466,223154,0.7498817190552466,8515.096726190477,98193.33333333334,0.0,449386.0119047619,6517134.561011905,1375055.6547619049,288351.4136904762,1.0,1521075.2529761903,5364.627976190476,0.0,0.0,18001.614583333332,2695404.2336309524,1166954.479166667,3627713.162202381,281155.6622023809,2079746.6741071432,0.0,466151.2723214286,293725.61755952385,0.0,1.0,0.0,4750706.845238095,2177,4063834.434523809,0.0,55049.68005952381,0.0,259574.79166666672,2543829.5535714286,0.0,Chaffee County,Chaffee,1078518.9806547621,2933291.755952381,2270938.9508928573,1.0,5812596.7559523815,1,2735355.922619048,565754.3898809524,0.0,276,855252.7827380953,2358990.349702381,424524.8660714286,8003,161342.09077380953,12598842.63392857,2.1279761904761907,0.0,6856.339285714286,593253.1622023811,15193043.511904765,550618.0952380953,4.0,1720320.855654762,433647052.0610119,3517745.736607143,1648259.0699404762,2.2,142.0,162.0,1336.0,15648.0,25.36,16984.0,-20.0,151.0,-18.0,16626.0,7127.0,9549.0,2422.0,2006.0,Chaffee,141979326.86011904,314218996.5029762,172239669.64285713,1783659885.177375,593929895.3201971,133440710.0,295321910.0,161881200.0,0.0796,0.29,1676390829.1457286,558211034.4827586,2006.0,0.9398601398601398,201.6,0.032258064516129004
966,966,4793688729,442148,19740.0,H1,39,198136,216.0,A,8039,39.31058170000001,-104.1177288,6,,G4020,Elbert,Elbert County,8,6,755,Elbert,2006,19535413.00595238,5775685.944940478,18588987.08333333,5984402.105654762,23235,4.0,840.7752531074835,800.0424826052647,248.57697202240055,257.5598065700349,3225.091456853884,1.4913568575587117,1.5184141213437587,1.2497133543477452,1.3333945024132623,1.7325704492677123,0.14953240887409994,0.15175650127205678,0.1389946387252073,0.1240859732691776,0.20681200025655705,-1.7160630093075175,-1.745053193985521,-1.2799757740017932,-1.3960367780621061,-1.9446654275189867,-0.3511826238393397,-0.3555615153867341,-0.25597295351152194,-0.24506511530570702,-0.4727316864720499,39,39,2006.0,74935.0,3225.091456853884,9923.66445540197,0.3249899743535059,223154,0.3249899743535059,21280.825892857145,157254.24851190473,614855.3125,349203.0208333334,2177968.735119048,1329885.104166667,615618.1919642857,0.0,512610.3125,0.0,0.0,0.0,24721.763392857145,4667693.430059523,1617185.2976190476,3505531.153273809,0.0,1309343.75,0.0,131908.9880952381,0.0,0.0,,0.0,5984402.105654762,2179,2723918.0505952383,585524.3526785715,126584.79166666669,0.0,203767.55208333328,2372442.3511904757,29330.95982142857,Elbert County,Elbert,1133088.802083333,1463540.0967261903,3933995.967261905,1.0,8794020.141369049,1,0.0,2567457.537202381,0.0,696,934709.2857142858,7368649.553571429,1425370.5877976192,20001,0.0,7211877.291666668,1.0639880952380951,0.0,7034.025297619048,188535.4985119048,16295043.645833336,94086.33928571428,4.0,3839909.627976191,187098346.38392857,2462058.876488095,1713410.2529761903,2.82,196.0,86.0,53.0,22474.0,6.51,22527.0,110.0,248.0,158.0,22648.0,7979.0,8535.0,556.0,2006.0,Elbert,180538127.7529762,271627350.89285713,91089223.13988096,2268066931.5700526,314100769.44786537,169680590.0,255291720.0,85611130.0,0.0796,0.29,2131665703.517588,295210793.1034483,2006.0,0.9398601398601398,201.6,0.032258064516129004
967,967,1442738671,4944573,17820.0,H1,119,198175,,A,8119,38.871993700000004,-105.1825519,6,,G4020,Teller,Teller County,8,7,453,Teller,2006,21244087.447916668,9727701.614583334,20672623.697916668,3276011.8973214286,22726,2.0,934.7921960713134,909.646382905776,428.04284144078736,144.15259602752042,3469.0662677109917,1.5503467118049248,1.5785218227379132,1.2825669036417724,1.256902256676444,0.9596421685279232,0.16617960450283295,0.16851235378823476,0.15510682349649607,0.14466247317644462,0.20605328958592414,-2.0349738223734657,-2.0692112272422576,-1.4984583109517684,-1.4998675282120333,-1.2142652117278092,-0.408841862039654,-0.41417298668708896,-0.3003236887286184,-0.3044129660628529,-0.473405248447669,119,119,2006.0,159591.0,7022.397254246238,9923.66445540197,0.7076415457017574,223154,0.7076415457017574,63849.9255952381,158221.41369047618,92149.88095238096,0.0,4180279.419642857,1609480.9598214286,320191.2574404762,2.0,1122043.541666667,68845.34970238096,0.0,0.0,24180.19345238096,5197899.977678572,3267592.559523809,5983775.416666668,0.0,5518541.302083334,0.0,95919.59077380953,18113.33333333333,0.0,2.0,0.0,3276011.8973214286,2205,2572066.7336309524,11480.431547619048,86097.91666666669,0.0,224325.93005952387,4709403.8913690485,80669.44940476191,Teller County,Teller,1205526.1755952379,1128076.354166667,3454770.4092261908,1.0,8775924.895833334,1,1965396.6815476192,1128726.4508928573,0.0,2096,424364.2038690476,6052260.074404762,740154.806547619,60010,59293.92857142857,12276720.23809524,1.0639880952380951,0.0,9579.084821428572,229827.8125,18970992.85714286,0.0,4.0,3454770.4092261908,316787474.40476185,1961272.663690476,1993989.2336309524,2.44,206.0,120.0,120.0,22671.0,24.42,22791.0,86.0,195.0,200.0,21440.0,9292.0,12294.0,3002.0,2006.0,Teller,178246999.6279762,421391218.9732143,243144219.3452381,2239283914.924324,838428342.5697867,167527250.0,396048810.0,228521560.0,0.0796,0.29,2104613693.4673367,788005379.3103449,2006.0,0.9398601398601398,201.6,0.032258064516129004
968,968,4243419913,15352633,,H1,99,198165,,A,8099,37.9581814,-102.3921613,6,,G4020,Prowers,Prowers County,8,8,1445,Prowers,2006,15080294.821428573,7985887.135416668,15230674.642857146,1106547.6190476192,13800,3.0,1092.7749870600414,1103.6720755693584,578.687473580918,80.18461007591443,5890.942028985507,-0.6756796959154593,-0.6896873857862676,-0.5576029224779572,-0.5879571771535619,-0.555215956614482,0.18108302200095436,0.18351304646673813,0.16895955631772067,0.15663087038470408,0.2372353994943076,1.2287233350511986,1.2481853875837297,0.9058127657845026,0.9669011882851004,1.0060548063034536,-0.4908091408664894,-0.497493942018425,-0.3609847452986893,-0.3619273208273584,-0.6147921808594222,99,99,2006.0,81295.0,5890.942028985507,9923.66445540197,0.5936256768313805,223154,0.5936256768313805,53214.3005952381,37366.19791666666,303447.2767857143,684533.7648809524,3085458.0133928573,1258455.3273809524,204053.7648809524,1.0,1637382.9836309524,88596.16071428571,0.0,0.0,14683.035714285716,2319708.973214286,724030.0669642857,2111708.876488095,63809.49404761905,2616803.177083333,1106547.6190476192,263176.39136904763,81307.84226190476,0.0,1.0,0.0,0.0,2206,4177823.735119048,263709.4494047619,23581.168154761905,0.0,294587.44791666674,1905313.273809524,39737.82738095238,Prowers County,Prowers,117799.44196428572,627276.3095238096,1975796.101190476,1.0,5594476.004464285,1,1519933.59375,30527.94642857143,0.0,1746,797142.0089285716,3507054.7842261908,486179.7842261905,50014,44985.41666666667,5943723.7127976185,1.0639880952380951,0.0,2287.574404761905,218890.0148809524,12984238.273809524,0.0,4.0,1975796.101190476,273957872.1130952,3640275.669642857,1665573.3482142857,2.55,187.0,99.0,300.0,12908.0,15.66,13208.0,88.0,11.0,-390.0,13370.0,5058.0,5997.0,939.0,2006.0,Prowers,24631728.720238097,132355267.26190476,107723538.54166667,309443828.14369464,371460477.72988504,23150380.0,124395440.0,101245060.0,0.0796,0.29,290833919.5979899,349120896.55172414,2006.0,0.9398601398601398,201.6,0.032258064516129004
969,969,1419419287,3530746,,H1,115,198173,,A,8115,40.8715679,-102.3553579,6,,G4020,Sedgwick,Sedgwick County,8,9,361,Sedgwick,2006,4424257.209821429,1986548.7648809524,3955781.123511905,13459.449404761905,2606,2.0,1697.7195739913388,1517.951313703724,762.2980678745021,5.164792557468114,48313.123561013046,-0.14273148815929082,-0.1466399051694769,-0.1319334083253793,-0.130385736876505,-0.0735930623474073,0.013214048019349604,0.014548385222352527,0.012280883173155671,0.009130058563683308,0.03290368197379576,-1.4476427678201582,-1.4722164822718684,-1.1739604708510896,-1.1753678393649818,-0.9558293474273052,-0.4488607594611122,-0.4548527898010479,-0.3369430296190677,-0.3382740915832796,-0.3882620645129509,115,115,2006.0,8664.0,3324.635456638526,9923.66445540197,0.3350209463026285,223154,0.3350209463026285,61720.88541666668,8682.142857142857,7356.413690476192,579140.4241071428,399052.9910714286,326443.2514880953,37627.93898809524,2.0,204521.9196428572,0.0,0.0,0.0,2772.752976190476,737250.119047619,1491552.7752976192,497554.880952381,0.0,687188.4151785715,0.0,186397.94642857145,3469.665178571429,0.0,2.0,0.0,13459.449404761905,2209,548673.125,6150.915178571428,7526.651785714286,0.0,83226.21279761905,479707.54464285716,1205.498511904762,Sedgwick County,Sedgwick,17847.33630952381,482728.2068452381,747588.8913690477,1.0,1742560.3348214286,1,457499.9851190476,1601.3020833333335,0.0,2026,210818.60119047613,1117258.7872023808,164331.89732142858,58009,0.0,6333134.84375,2.1279761904761907,0.0,481.9866071428572,94852.41071428572,3042841.0342261908,60846.287202380954,4.0,686742.6041666667,55942418.20684524,499607.3139880953,783062.2544642857,2.21,21.0,34.0,57.0,2458.0,20.44,2515.0,-13.0,2.0,-50.0,2416.0,1113.0,1399.0,286.0,2006.0,Sedgwick,5140892.55952381,34318595.53571428,29177702.976190478,64584077.38095238,100612768.88341545,4831720.0,32254680.0,27422960.0,0.0796,0.29,60700000.0,94561931.03448276,2006.0,0.9398601398601398,201.6,0.032258064516129004
970,970,396198354,4222992,19740.0,H6,31,198131,216.0,C,8031,39.761850200000005,-104.8806409,6,,G4020,Denver,Denver County,8,10,663,Denver,2006,1349241175.5952382,200040401.7857143,1382953638.392857,1318299337.7976193,580223,4.0,2325.383818971737,2383.486415383149,344.76468837966485,2272.05632627045,34226.07859391992,-1.9130670625027757,-1.9505230208311624,-0.414521392671489,-0.3020649540584485,-0.7029614436812549,0.05926389721901116,0.060898803562483006,0.05331612542810277,0.04736905161416058,0.0802307849866342,-2.309064037588776,-2.347811203972232,-0.4535232098574047,-0.3405142776839605,-0.8412906108511542,-0.31110120781179845,-0.3148181611819085,-0.1830878198774605,-0.17627421922223538,-0.40575146036378057,31,31,2006.0,19858758.0,34226.07859391992,9923.66445540197,3.448935496331587,223154,3.448935496331587,17025.9375,6587150.297619048,144739620.5357143,35366964.28571428,326926187.17261904,94567261.90476193,35637217.26190476,0.0,20795647.32142857,95442924.10714288,4017619.047619048,36977842.26190476,617350.3645833335,234252938.98809525,882081242.5595238,429998020.8333334,46025997.02380952,82394174.10714287,341284821.42857146,40093199.404761896,56753125.0,0.0,,502531153.2738097,474483363.0952381,2210,119285833.33333334,84457247.02380952,3372842.2619047617,732023.8095238096,150053177.08333334,264292514.8809524,60282373.51190476,"Denver, City And County of",Denver,70262581.8452381,160618578.86904758,78163757.44047621,1.0,832305751.4880952,61,447612343.75,29193705.35714286,0.0,556,87136369.04761904,229904419.64285716,16900386.904761907,16002,39214345.23809524,2439161852.6785717,3.7239583333333335,44157633.92857143,2665290.1785714286,29004315.47619048,1108279791.6666667,24487686.01190476,4.0,49658452.38095238,23726379013.497025,81494040.17857143,23526904.76190476,2.24,10134.0,4194.0,13367.0,549495.0,11.18,562862.0,5940.0,3047.0,-2537.0,568692.0,245655.0,276569.0,30914.0,2006.0,Denver,4181687107.8125,9627585793.080357,5445898685.267858,52533757635.83543,18778960983.682266,3930201030.0,9048584130.0,5118383100.0,0.0796,0.29,49374384798.99497,17649596896.551723,2006.0,0.9398601398601398,201.6,0.032258064516129004
971,971,2361929110,984917,,H1,105,198168,,A,8105,37.4857631,-106.4532135,6,,G4020,Rio Grande,Rio Grande County,8,11,131,Rio Grande,2006,11471273.802083336,6462623.258928573,12055490.513392858,2568225.7366071427,12803,2.0,895.9832697089224,941.6145054591001,504.77413566574813,200.59562107374387,987898.7737249081,-0.190069896348536,-0.1948753676955844,-0.27530045888715404,-0.20817759025434612,-0.6657143844269774,-3.5694569623631978,-3.5915068569196658,-3.3565864903266363,-3.190836722995507,16.065330605064112,0.2576953208219976,0.26118049959129697,0.3235195642969049,0.24964586668912506,0.8379001910114978,-0.42591047862935294,-0.4315234887507539,-0.3194465057711203,-0.3253217802816981,3.6410029020589167,105,105,2006.0,65527.0,5118.097320940406,9923.66445540197,0.5157467127129995,223154,0.5157467127129995,56397.75297619048,70643.48958333331,198583.80208333328,54552.79761904762,2634743.0803571427,3791961.0044642864,168977.2693452381,2.0,698914.6279761904,0.0,0.0,0.0,13622.239583333336,1783970.7514880954,934908.2514880951,1712287.7455357143,86292.62648809524,2306667.6711309524,0.0,121543.61607142858,96048.33333333334,0.0,2.0,0.0,2568225.7366071427,2211,2351971.220238095,86757.58928571429,39967.64880952382,0.0,163124.27083333337,1239979.174107143,111826.21279761904,Rio Grande County,Rio Grande,472308.5714285714,731315.193452381,1009603.4077380951,1.0,3673205.037202381,1,887420.3348214286,225366.51041666672,0.0,1851,372507.55208333343,2283197.157738095,406539.2113095239,53006,6256.25,6093026.77827381,2.1279761904761907,0.0,7393.653273809524,256589.24107142852,8010392.90922619,0.0,4.0,1009603.4077380951,270525225.2083333,1912809.069940476,2125141.7261904757,2.51,191.0,119.0,251.0,12188.0,25.35,12439.0,72.0,68.0,-329.0,11839.0,4849.0,6496.0,1647.0,2006.0,Rio Grande,52865791.29464286,147656937.57440478,94791146.27976191,664143106.7166188,326866021.6543514,49686450.0,138776870.0,89090420.0,0.0796,0.29,624201633.1658291,307208344.82758623,2006.0,0.9398601398601398,201.6,0.032258064516129004
972,972,5256407750,27516850,,H1,83,198157,,A,8083,37.338024700000005,-108.59578640000001,6,,G4020,Montezuma,Montezuma County,8,12,1261,Montezuma,2006,23214464.65773809,11911448.86904762,21598697.65625,4032514.880952381,25343,2.0,916.010916534668,852.254968087835,470.0094254448021,159.11750309562328,6957.345223533125,-0.6734789210130455,-1.9763035272197305,-0.9463745253518372,-1.062345403654584,-1.4827321274247969,0.15835834645892732,0.14514903406052707,-0.8300822491692282,-0.6359293518027683,-0.6300300645006403,0.8907928179785237,2.5640198271779946,1.1060896486466376,1.2593786330641648,1.8939415350360087,-0.4228312179664461,-0.3706971308624266,2.5607802485895266,2.093047070911267,2.4705254284467144,83,83,2006.0,176320.0,6957.345223533125,9923.66445540197,0.7010863028269642,223154,0.7010863028269642,44705.58779761905,166592.87202380953,800624.4419642857,234392.32142857145,7646337.678571429,2054711.0342261903,485167.93154761905,2.0,2504952.4925595243,0.0,0.0,0.0,26964.65029761905,3154036.302083333,2726965.3125,3521852.7306547617,83477.31398809524,5590104.0773809515,4032514.880952381,173823.73511904766,102752.52232142858,0.0,2.0,0.0,0.0,2213,4329104.754464285,675632.4404761904,91295.49851190476,0.0,229911.8675595239,3379321.9494047617,124992.00148809525,Montezuma County,Montezuma,142530.78125,2805387.619047619,4110120.044642857,1.0,7006625.476190478,1,1356844.4345238095,340633.6607142857,0.0,1466,1090365.424107143,4757780.238095238,789248.28125,42017,60003.60863095236,15204909.107142858,0.4787946428571429,0.0,9291.808035714286,547662.3363095238,18508969.85863095,595582.2321428572,4.0,3514537.8125,766970335.7217263,3866436.979166667,2187727.6339285714,2.45,298.0,245.0,438.0,24579.0,12.92,25017.0,53.0,59.0,361.0,24907.0,10020.0,11507.0,1487.0,2006.0,Montezuma,98888223.95833334,392581443.08035713,293693219.1220238,1242314371.335846,1012735238.3518063,92941100.0,368971650.0,276030550.0,0.0796,0.29,1167601758.7939699,951829482.7586207,2006.0,0.9398601398601398,201.6,0.032258064516129004
973,973,12284921637,19806932,,H1,81,198156,,A,8081,40.573983899999995,-108.20452140000002,6,,G4020,Moffat,Moffat County,8,13,1238,Moffat,2006,26018413.76488095,11359136.904761905,24025255.50595238,11187841.205357144,13729,3.0,1895.1426735290954,1749.9639817869022,827.3826866313574,814.9057619169017,9540.53463471484,0.9532991538319258,0.9701603207249782,1.3423336001178183,1.3153298823539818,0.8397255783131324,0.1337203756101869,0.1358412622576408,0.09691392760288506,0.08886932111421883,0.1716121704249679,2.655844965625372,2.6987882584541056,3.3772595227776536,3.372806781051534,2.2426053910088544,-0.35975613868261075,-0.3642766204568668,-0.17450617161627147,-0.17605773414161247,-0.4332804974778531,81,81,2006.0,130982.0,9540.53463471484,9923.66445540197,0.9613923039811596,223154,0.9613923039811596,43630.95982142857,46001.52529761905,1217773.7425595238,342528.6235119048,5076989.43452381,4010116.867559524,436760.72916666674,1.0,877142.2098214286,31881.339285714286,0.0,4006.979166666667,14607.49255952381,3430855.148809524,5404256.2127976185,3637097.537202381,169051.74851190473,5189194.427083334,0.0,215208.61607142852,305690.1636904762,0.0,1.0,0.0,11187841.205357144,2214,3367929.828869048,382844.1964285714,28224.41220238096,0.0,1628137.9910714286,3214102.686011905,834929.5461309523,Moffat County,Moffat,391113.5119047619,2552830.8928571427,4861704.211309523,1.0,11158182.53720238,1,2407573.110119048,116136.42857142858,0.0,1431,825052.5446428572,7657739.375,783172.9092261904,41007,7074.4568452380945,24869796.05654762,2.1279761904761907,0.0,4011.235119047619,474271.6294642858,18454836.27232143,362744.3973214286,4.0,4498959.813988095,310791163.08035713,2513585.691964286,3578119.6130952383,2.54,204.0,91.0,311.0,12791.0,16.61,13102.0,113.0,73.0,24.0,13298.0,5045.0,6050.0,1005.0,2006.0,Moffat,44301240.40178572,443396301.5625,399095061.16071427,556548246.2535894,1376189866.0714285,41636970.0,416730510.0,375093540.0,0.0796,0.29,523077512.56281406,1293426000.0,2006.0,0.9398601398601398,201.6,0.032258064516129004
974,974,3334263504,9235291,,H1,21,198126,,A,8021,37.2134065,-106.1764473,6,,G4020,Conejos,Conejos County,8,14,498,Conejos,2006,9172230.669642858,6831520.699404762,8839258.78720238,1772439.2485119046,8587,3.0,1068.1530999933454,1029.3768239434469,795.5654709915875,206.4096015502393,1888.0866425992776,0.16174309662504122,0.16360441833638675,0.8086405373277517,0.7969502146011981,-0.09551020021395562,-0.8242852861551551,-0.8284173393831978,-1.7113356570438694,-1.8346447912572288,-0.6279258341202425,-0.2292061746311399,-0.23373226187475624,-1.170803487138999,-1.1797588084146813,0.2071386056151417,2.7606728944248267,2.8076857992230684,4.442356496966061,5.025045538950931,2.123303221144744,21,21,2006.0,16213.0,1888.0866425992776,9923.66445540197,0.19026103221088794,223154,0.19026103221088794,11708.125,54022.93154761905,260647.29166666672,0.0,621681.8601190477,42880.84821428572,117038.69047619047,1.0,1591460.1934523808,0.0,0.0,0.0,9136.465773809525,1267946.1011904762,544041.5848214286,906395.4985119049,14606.428571428572,2519204.6130952383,0.0,31540.863095238084,21784.092261904763,0.0,1.0,0.0,1772439.2485119046,2215,2963692.023809524,202252.4330357143,23679.05505952381,0.0,245542.91666666672,882672.8199404762,58394.85863095236,Conejos County,Conejos,23722.67857142857,527744.4791666665,1412114.3601190476,1.0,1467907.7678571432,1,0.0,34589.18898809524,0.0,381,304658.0952380953,1148826.25,297297.4255952381,11004,5810.438988095239,4154785.200892857,0.0,0.0,2470.580357142857,175514.41220238095,8535730.64732143,0.0,4.0,1412114.3601190476,52208633.94345238,2723964.8660714286,1508178.6532738097,2.7,116.0,64.0,53.0,8417.0,25.59,8470.0,52.0,36.0,-82.0,8083.0,3120.0,4193.0,1073.0,2006.0,Conejos,22379514.895833336,48044879.32291667,25665364.427083336,281149684.62102175,88501256.64511494,21033614.0,45155467.0,24121853.0,0.0796,0.29,264241381.9095477,83178803.44827586,2006.0,0.9398601398601398,201.6,0.032258064516129004
975,975,4382658416,19545450,20420.0,H1,67,198148,,A,8067,37.28736729999999,-107.8397178,6,,G4020,La Plata,La Plata County,8,15,1077,La Plata,2006,65377688.01339286,17033458.83184524,56142527.76785714,3495200.892857143,48752,2.0,1341.0257633203328,1151.5943503416706,349.389949783501,71.69348730015473,13030.316704955694,-0.5592105170561398,-0.5911593923162883,-0.4676947720961125,-0.6297483260160546,-0.6950888073521108,0.13203196974067555,0.13822877879990247,0.11205676072174214,0.09966596726129334,-0.1628701750015627,2.07796252333854,2.1818956016582574,1.5513410498593023,2.0899451735642,2.529162739956403,-0.3984267485194642,-0.4223585458407413,-0.2516600738713089,-0.23978585348263196,0.9876899225474952,67,67,2006.0,635254.0,13030.316704955694,9923.66445540197,1.3130549469417632,223154,1.3130549469417632,36193.68303571429,236253.2366071429,685700.9598214286,7375933.616071429,24042424.01785714,10265053.90625,1247752.6711309524,2.0,490904.9553571429,0.0,92641.44345238096,0.0,51871.54761904762,9486765.766369047,4419899.114583333,11737003.764880953,187966.2648809524,10079967.857142858,0.0,146852.70089285716,187966.2648809524,0.0,2.0,0.0,3495200.892857143,2216,5033926.644345238,654352.6785714286,178340.36458333337,0.0,1401261.6815476192,10757253.735119047,31348.28125,La Plata County,La Plata,979750.0297619049,3647770.4017857146,8271371.101190478,1.0,38306995.342261896,1,13697937.016369047,2985348.4375,0.0,1186,3310542.5669642864,22423555.49107143,1997536.569940476,34017,93572.43303571428,48123857.03125,2.1279761904761907,0.0,37788.60119047618,2052704.3526785718,37815839.28571428,154169.74702380953,4.0,8024559.910714286,1572310400.5877974,3642773.913690476,2858334.8586309524,2.4,564.0,302.0,1832.0,46576.0,20.99,48408.0,262.0,873.0,433.0,48834.0,19423.0,24583.0,5160.0,2006.0,La Plata,464214473.5119048,3195360152.6785717,2731145679.166667,5831840119.496291,9417743721.264368,436296680.0,3003191640.0,2566894960.0,0.0796,0.29,5481114070.351759,8851361931.034483,2006.0,0.9398601398601398,201.6,0.032258064516129004
976,976,2763645279,2716141,,H1,33,198132,,A,8033,37.747602,-108.53038290000002,6,,G4020,Dolores,Dolores County,8,16,686,Dolores,2006,5076164.84375,3328476.086309524,4630804.9627976185,316257.6934523809,1946,2.0,2608.5122526978416,2379.653115517789,1710.419366037782,162.51680033524195,2662.8982528263105,2.7487556356343883,1.9317921819002373,-0.17278194616681422,0.4881026505577327,1.5999050167939513,-1.034368889647852,-0.7412599875873926,-0.9459953999166004,-1.37592023211755,-0.5690822306793625,2.397582769748194,1.6840945235990612,-0.1269994682607512,0.3905045302144645,1.368052951109584,3.5031678006195266,2.581945213334974,2.5564822263086566,3.874230297698661,1.9834352866377172,33,33,2006.0,5182.0,2662.8982528263105,9923.66445540197,0.2683381995424841,223154,0.2683381995424841,18089.92559523809,10811.183035714286,160977.14285714287,51083.13244047619,248571.0267857143,618350.5133928572,32615.49107142857,2.0,274995.17113095237,0.0,0.0,0.0,2070.520833333333,898919.9181547619,299113.65327380947,367453.6086309524,0.0,1500703.072916667,0.0,174149.31547619047,0.0,0.0,2.0,0.0,316257.6934523809,2218,403301.4955357143,149989.33779761905,16414.144345238095,0.0,0.0,359216.21279761905,10987.80505952381,Dolores County,Dolores,8237.395833333334,395629.0773809524,1648959.1741071432,1.0,1099413.5788690476,1,0.0,3134.5089285714284,0.0,591,249511.5922619048,971514.761904762,127898.81696428572,17002,0.0,4724078.415178572,0.0,0.0,0.0,184058.2366071429,3800394.174107143,22293.74255952381,4.0,1626665.4315476192,30543924.33779762,364647.8720238095,1435899.8139880954,2.31,22.0,20.0,0.0,1990.0,37.09,1990.0,2.0,6.0,100.0,1892.0,860.0,1367.0,507.0,2006.0,Dolores,7995386.421130952,44127732.671130955,36132346.25,100444553.02928333,124594297.41379312,7514545.0,41473897.0,33959352.0,0.0796,0.29,94403831.65829146,117101213.79310346,2006.0,0.9398601398601398,201.6,0.032258064516129004
