,occ_hu,own_occ,own_hh1,own_hh2,own_hh3,own_hh4,own_hh5,own_hh6,own_hh7,rent_occ,ren_hh1,ren_hh2,ren_hh3,ren_hh4,ren_hh5,ren_hh6,ren_hh7,occ_hu2,own_mort,own_clear,rent_occ2,tot_pop,NAME,state,county,tract,cty_name
113,2018,1841,384,737,290,275,91,46,18,177,31,41,38,38,18,8,3,2018,1495,346,177,5253,Census Tract 120.41,08,059,012041,Jefferson County
114,1355,1276,186,450,267,247,78,37,11,79,12,12,14,23,14,1,3,1355,1107,169,79,3851,Census Tract 120.42,08,059,012042,Jefferson County
115,1879,1666,289,594,293,340,110,29,11,213,45,49,55,36,15,12,1,1879,1491,175,213,5124,Census Tract 120.43,08,059,012043,Jefferson County
116,1454,890,113,294,185,207,67,20,4,564,235,172,86,43,20,5,3,1454,795,95,564,3730,Census Tract 120.44,08,059,012044,Jefferson County
117,2178,1843,261,679,366,369,108,41,19,335,108,96,61,50,13,4,3,2178,1647,196,335,5909,Census Tract 120.45,08,059,012045,Jefferson County
118,824,726,148,254,150,102,48,19,5,98,16,29,19,17,8,4,5,824,619,107,98,2207,Census Tract 120.46,08,059,012046,Jefferson County
119,1619,1222,318,447,207,162,63,15,10,397,71,126,95,60,29,14,2,1619,1039,183,397,4053,Census Tract 120.47,08,059,012047,Jefferson County
120,1068,809,153,357,126,109,45,15,4,259,191,38,13,7,6,3,1,1068,596,213,259,2418,Census Tract 120.48,08,059,012048,Jefferson County
121,1344,1279,157,524,238,232,83,32,13,65,14,15,8,15,10,2,1,1344,955,324,65,3752,Census Tract 120.49,08,059,012049,Jefferson County
122,1703,885,128,326,157,166,76,22,10,818,409,275,84,35,10,3,2,1703,718,167,818,3942,Census Tract 120.50,08,059,012050,Jefferson County
123,1266,1182,183,513,194,186,70,22,14,84,14,17,19,12,14,0,8,1266,843,339,84,3425,Census Tract 120.51,08,059,012051,Jefferson County
124,2022,1776,353,650,371,261,93,34,14,246,42,67,56,38,26,12,5,2022,1519,257,246,5326,Census Tract 120.52,08,059,012052,Jefferson County
125,1402,1281,227,498,239,192,83,25,17,121,21,32,19,22,17,5,5,1402,1021,260,121,3794,Census Tract 120.53,08,059,012053,Jefferson County
126,1626,1259,206,464,224,228,103,28,6,367,175,108,46,24,8,4,2,1626,984,275,367,4150,Census Tract 120.54,08,059,012054,Jefferson County
127,1512,1270,299,503,195,182,58,26,7,242,67,79,53,27,10,3,3,1512,1019,251,242,3706,Census Tract 120.55,08,059,012055,Jefferson County
128,2499,2103,674,716,317,271,93,22,10,396,129,141,67,39,10,8,2,2499,1878,225,396,5705,Census Tract 120.57,08,059,012057,Jefferson County
129,1545,1337,238,672,209,143,59,11,5,208,70,69,28,24,14,0,3,1545,1081,256,208,3660,Census Tract 120.58,08,059,012058,Jefferson County
130,1099,858,76,330,167,181,64,26,14,241,42,76,53,36,20,7,7,1099,716,142,241,3245,Census Tract 120.59,08,059,012059,Jefferson County
131,1334,1108,303,379,186,145,61,27,7,226,50,69,44,39,12,5,7,1334,1024,84,226,3336,Census Tract 120.60,08,059,012060,Jefferson County
132,1729,834,251,357,104,85,20,11,6,895,478,229,103,56,20,6,3,1729,600,234,895,3523,Census Tract 158,08,059,015800,Jefferson County
133,1397,457,76,177,94,67,29,10,4,940,361,297,140,91,34,12,5,1397,346,111,940,3411,Census Tract 159,08,059,015900,Jefferson County
134,1584,1424,194,431,342,285,116,36,20,160,12,43,44,33,21,3,4,1584,1292,132,160,4687,Census Tract 603,08,059,060300,Jefferson County
135,1184,1043,139,399,193,193,74,23,22,141,12,31,20,34,22,11,11,1184,892,151,141,3482,Census Tract 604,08,059,060400,Jefferson County
136,1612,1021,147,382,210,182,72,18,10,591,269,191,79,34,13,4,1,1612,878,143,591,4040,Census Tract 605,08,059,060500,Jefferson County
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Census Tract 9800,08,059,980000,Jefferson County
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,Census Tract 9804,08,059,980400,Jefferson County
1,619,429,117,195,51,40,19,4,3,190,83,54,21,13,7,5,7,619,192,237,190,1398,Census Tract 9601,08,061,960100,Kiowa County
1,1882,1308,323,538,171,157,73,32,14,574,250,129,70,58,46,11,10,1882,682,626,574,5597,Census Tract 9621,08,063,962100,Kit Carson County
2,602,453,122,181,49,61,26,12,2,149,59,28,17,19,16,6,4,602,241,212,149,1485,Census Tract 9622,08,063,962200,Kit Carson County
3,554,399,133,168,38,37,15,6,2,155,74,35,20,10,12,4,0,554,186,213,155,1188,Census Tract 9623,08,063,962300,Kit Carson County
1,2212,1412,392,580,206,142,59,24,9,800,325,222,109,87,31,19,7,2212,967,445,800,5140,Census Tract 9617,08,065,961700,Lake County
2,741,565,108,206,73,88,45,29,16,176,48,30,29,29,16,14,10,741,324,241,176,2170,Census Tract 9619,08,065,961900,Lake County
1,2136,1519,328,582,252,183,107,38,29,617,207,155,89,80,53,24,9,2136,914,605,617,5575,Census Tract 9403,08,067,940300,La Plata County
2,2145,1778,337,829,248,222,88,31,23,367,128,101,47,47,28,10,6,2145,1168,610,367,5375,Census Tract 9404,08,067,940400,La Plata County
3,3595,2905,595,1289,416,370,145,57,33,690,227,208,112,81,32,23,7,3595,2208,697,690,8877,Census Tract 9706,08,067,970600,La Plata County
4,1876,1518,266,727,255,191,56,20,3,358,109,109,66,42,19,8,5,1876,1081,437,358,4547,Census Tract 9707.01,08,067,970701,La Plata County
5,2128,1442,294,655,207,186,77,18,5,686,224,200,110,90,45,13,4,2128,1002,440,686,5144,Census Tract 9707.03,08,067,970703,La Plata County
6,1696,1270,330,599,155,139,25,18,4,426,164,141,59,42,14,5,1,1696,807,463,426,3758,Census Tract 9707.04,08,067,970704,La Plata County
7,2464,1315,356,547,205,149,41,14,3,1149,409,379,214,96,39,8,4,2464,922,393,1149,6718,Census Tract 9708,08,067,970800,La Plata County
8,1659,947,256,389,144,116,28,12,2,712,253,213,121,93,23,7,2,1659,636,311,712,3851,Census Tract 9709,08,067,970900,La Plata County
9,1355,769,209,310,125,98,19,5,3,586,198,191,104,52,30,7,4,1355,503,266,586,3154,Census Tract 9710,08,067,971000,La Plata County
10,2046,649,223,241,89,70,19,6,1,1397,576,484,198,89,27,15,8,2046,447,202,1397,4335,Census Tract 9711,08,067,971100,La Plata County
1,1434,319,158,105,27,25,4,0,0,1115,648,302,108,41,12,1,3,1434,213,106,1115,2487,Census Tract 1,08,069,000100,Larimer County
2,1095,385,112,147,53,56,12,3,2,710,242,232,151,65,16,4,0,1095,291,94,710,2461,Census Tract 2.01,08,069,000201,Larimer County
3,1195,604,186,225,85,75,27,5,1,591,210,224,100,34,16,2,5,1195,455,149,591,2594,Census Tract 2.02,08,069,000202,Larimer County
4,1194,885,197,372,156,109,34,15,2,309,85,118,51,34,15,3,3,1194,695,190,309,2851,Census Tract 3,08,069,000300,Larimer County
5,836,408,114,167,72,35,14,3,3,428,149,147,81,27,14,5,5,836,308,100,428,1850,Census Tract 4.01,08,069,000401,Larimer County
6,1176,497,138,189,81,60,21,5,3,679,266,226,103,47,23,10,4,1176,357,140,679,2578,Census Tract 4.02,08,069,000402,Larimer County
7,2103,282,94,115,43,21,6,3,0,1821,470,761,334,193,43,13,7,2103,204,78,1821,5082,Census Tract 5.03,08,069,000503,Larimer County
8,1230,346,108,141,55,31,8,0,3,884,236,318,196,86,32,13,3,1230,222,124,884,2820,Census Tract 5.04,08,069,000504,Larimer County
9,1355,542,209,188,88,44,11,0,2,813,136,285,196,158,29,5,4,1355,357,185,813,3229,Census Tract 5.05,08,069,000505,Larimer County
10,1152,554,149,223,90,70,14,4,4,598,127,171,176,92,22,5,5,1152,445,109,598,2818,Census Tract 5.06,08,069,000506,Larimer County
11,716,11,5,1,4,0,0,1,0,705,391,229,57,17,8,3,0,716,7,4,705,6073,Census Tract 6,08,069,000600,Larimer County
12,1279,499,139,189,86,61,18,4,2,780,321,285,110,39,16,6,3,1279,401,98,780,2733,Census Tract 7,08,069,000700,Larimer County
13,708,414,112,200,54,31,14,2,1,294,114,100,48,18,7,3,4,708,262,152,294,1560,Census Tract 8.01,08,069,000801,Larimer County
14,517,218,59,99,24,19,12,4,1,299,116,88,50,34,6,3,2,517,139,79,299,1214,Census Tract 8.02,08,069,000802,Larimer County
15,2293,1146,342,505,165,100,20,11,3,1147,484,359,178,69,41,8,8,2293,772,374,1147,4868,Census Tract 9.01,08,069,000901,Larimer County
16,1574,777,225,316,107,95,24,6,4,797,283,327,113,44,23,6,1,1574,568,209,797,3358,Census Tract 9.02,08,069,000902,Larimer County
17,2554,977,315,379,144,92,27,12,8,1577,800,430,200,92,31,15,9,2554,759,218,1577,5080,Census Tract 10.03,08,069,001003,Larimer County
18,1377,1123,276,462,162,140,53,23,7,254,74,76,52,25,13,8,6,1377,836,287,254,3351,Census Tract 10.04,08,069,001004,Larimer County
19,1564,580,141,271,92,57,15,2,2,984,492,334,104,35,14,4,1,1564,430,150,984,3002,Census Tract 10.07,08,069,001007,Larimer County
20,860,519,107,199,85,86,28,11,3,341,185,103,26,18,6,3,0,860,404,115,341,1921,Census Tract 10.08,08,069,001008,Larimer County
21,2553,1758,376,654,255,312,114,31,16,795,392,235,84,53,18,8,5,2553,1436,322,795,6149,Census Tract 10.09,08,069,001009,Larimer County
22,1137,901,163,416,122,141,40,15,4,236,144,61,16,10,3,1,1,1137,609,292,236,2753,Census Tract 10.10,08,069,001010,Larimer County
23,2343,1355,358,505,238,168,53,23,10,988,222,351,242,116,34,13,10,2343,1121,234,988,5671,Census Tract 11.04,08,069,001104,Larimer County
24,2184,1117,209,464,209,154,56,17,8,1067,324,378,203,105,39,11,7,2184,890,227,1067,5246,Census Tract 11.06,08,069,001106,Larimer County
25,2205,1288,347,477,212,175,50,19,8,917,219,316,211,109,37,16,9,2205,1062,226,917,5329,Census Tract 11.07,08,069,001107,Larimer County
26,1956,1211,279,426,235,189,59,17,6,745,151,254,163,120,45,9,3,1956,988,223,745,4961,Census Tract 11.09,08,069,001109,Larimer County
27,2268,815,153,366,144,106,32,7,7,1453,552,542,226,102,21,7,3,2268,578,237,1453,4884,Census Tract 11.10,08,069,001110,Larimer County
28,1015,283,98,114,38,25,8,0,0,732,320,263,87,42,16,3,1,1015,197,86,732,2056,Census Tract 11.11,08,069,001111,Larimer County
29,1657,1331,214,480,266,238,91,31,11,326,50,70,85,68,41,9,3,1657,952,379,326,4646,Census Tract 11.12,08,069,001112,Larimer County
30,1277,1070,147,350,192,257,80,27,17,207,95,38,28,28,11,5,2,1277,892,178,207,3636,Census Tract 11.13,08,069,001113,Larimer County
31,863,812,90,378,153,123,44,19,5,51,11,17,9,6,5,0,3,863,595,217,51,2311,Census Tract 11.14,08,069,001114,Larimer County
32,1538,1096,211,490,182,130,58,20,5,442,150,160,55,51,15,8,3,1538,814,282,442,3697,Census Tract 13.01,08,069,001301,Larimer County
33,1034,708,174,192,85,103,74,43,37,326,151,87,33,21,16,15,3,1034,238,470,326,2834,Census Tract 13.04,08,069,001304,Larimer County
34,800,463,99,173,86,65,25,12,3,337,69,105,80,51,20,8,4,800,404,59,337,2189,Census Tract 13.05,08,069,001305,Larimer County
35,660,410,87,112,75,65,38,13,20,250,52,55,66,44,23,6,4,660,265,145,250,2003,Census Tract 13.06,08,069,001306,Larimer County
36,1647,1276,268,562,198,162,56,21,9,371,69,114,72,65,34,12,5,1647,965,311,371,4161,Census Tract 13.07,08,069,001307,Larimer County
37,1805,1554,278,720,245,203,76,23,9,251,76,68,40,39,19,6,3,1805,1187,367,251,4501,Census Tract 13.08,08,069,001308,Larimer County
38,726,467,139,184,69,46,15,11,3,259,69,96,49,30,4,7,4,726,344,123,259,1681,Census Tract 16.01,08,069,001601,Larimer County
39,1828,1127,194,373,222,222,83,26,7,701,253,269,98,51,22,6,2,1828,969,158,701,4573,Census Tract 16.02,08,069,001602,Larimer County
40,1861,1373,248,438,251,252,105,50,29,488,144,138,80,57,34,17,18,1861,1070,303,488,5222,Census Tract 16.03,08,069,001603,Larimer County
41,906,745,199,238,111,122,41,27,7,161,41,45,43,22,8,1,1,906,665,80,161,3189,Census Tract 16.05,08,069,001605,Larimer County
42,1145,726,112,221,138,171,67,12,5,419,181,140,45,31,15,6,1,1145,649,77,419,2935,Census Tract 16.06,08,069,001606,Larimer County
43,1419,1094,239,368,182,204,64,29,8,325,72,109,69,45,21,8,1,1419,956,138,325,3726,Census Tract 16.07,08,069,001607,Larimer County
44,1623,1394,151,338,267,397,162,66,13,229,57,69,48,33,13,5,4,1623,1241,153,229,5116,Census Tract 16.08,08,069,001608,Larimer County
45,3264,1838,531,686,278,194,95,34,20,1426,490,385,230,158,99,37,27,3264,1423,415,1426,7876,Census Tract 17.04,08,069,001704,Larimer County
46,2623,1615,310,661,270,237,86,33,18,1008,367,242,158,128,73,24,16,2623,1199,416,1008,6647,Census Tract 17.06,08,069,001706,Larimer County
47,1972,1490,295,509,280,264,96,30,16,482,132,159,88,59,25,14,5,1972,1146,344,482,5200,Census Tract 17.07,08,069,001707,Larimer County
48,1207,921,157,346,164,169,54,23,8,286,50,109,65,36,16,6,4,1207,801,120,286,3236,Census Tract 17.08,08,069,001708,Larimer County
49,4523,3575,557,1586,541,567,229,69,26,948,326,313,126,99,50,25,9,4523,2893,682,948,11580,Census Tract 17.09,08,069,001709,Larimer County
50,1536,954,234,409,145,102,32,20,12,582,176,174,102,68,41,12,9,1536,691,263,582,3711,Census Tract 18.04,08,069,001804,Larimer County
51,2850,2169,395,1005,297,289,136,33,14,681,272,168,97,69,59,10,6,2850,1663,506,681,7133,Census Tract 18.06,08,069,001806,Larimer County
52,2160,1726,331,713,320,256,75,17,14,434,88,112,101,70,36,20,7,2160,1304,422,434,5566,Census Tract 18.07,08,069,001807,Larimer County
53,1814,1519,246,719,225,207,76,28,18,295,118,74,44,34,15,8,2,1814,1109,410,295,4707,Census Tract 18.08,08,069,001808,Larimer County
54,3831,3446,541,1350,565,636,243,77,34,385,91,99,69,73,33,15,5,3831,2825,621,385,10495,Census Tract 18.09,08,069,001809,Larimer County
55,1672,928,270,394,118,87,40,9,10,744,278,230,114,75,26,13,8,1672,637,291,744,3846,Census Tract 19.01,08,069,001901,Larimer County
56,1984,1235,327,561,155,119,48,16,9,749,297,192,122,87,31,16,4,1984,805,430,749,4466,Census Tract 19.02,08,069,001902,Larimer County
57,1670,1475,327,781,173,128,37,22,7,195,93,62,18,12,5,2,3,1670,1040,435,195,3765,Census Tract 19.03,08,069,001903,Larimer County
58,1980,1201,280,441,203,178,63,24,12,779,184,232,167,107,53,20,16,1980,1002,199,779,5130,Census Tract 20.05,08,069,002005,Larimer County
59,1616,677,218,274,87,62,26,6,4,939,552,248,75,37,16,9,2,1616,535,142,939,3144,Census Tract 20.07,08,069,002007,Larimer County
60,1401,886,170,385,146,121,41,17,6,515,232,120,62,56,31,7,7,1401,688,198,515,3498,Census Tract 20.08,08,069,002008,Larimer County
61,924,880,98,427,155,122,48,22,8,44,10,12,7,8,4,2,1,924,671,209,44,2518,Census Tract 20.10,08,069,002010,Larimer County
62,1952,1671,260,722,289,239,100,42,19,281,48,86,56,56,21,8,6,1952,1321,350,281,5231,Census Tract 20.11,08,069,002011,Larimer County
63,1417,1028,215,439,173,140,46,10,5,389,121,166,54,29,11,4,4,1417,796,232,389,3340,Census Tract 23,08,069,002300,Larimer County
64,574,505,100,321,42,27,8,7,0,69,26,27,12,2,1,0,1,574,309,196,69,1217,Census Tract 24.01,08,069,002401,Larimer County
65,1349,1177,251,648,131,108,23,11,5,172,72,63,22,9,4,2,0,1349,812,365,172,2963,Census Tract 24.02,08,069,002402,Larimer County
66,2788,2537,370,1117,372,399,186,69,24,251,63,65,41,39,27,6,10,2788,1859,678,251,7573,Census Tract 25.01,08,069,002501,Larimer County
67,2885,2348,372,892,402,391,199,63,29,537,119,152,88,100,46,20,12,2885,2044,304,537,8118,Census Tract 25.02,08,069,002502,Larimer County
68,1002,871,131,395,141,126,45,26,7,131,41,41,13,18,11,3,4,1002,678,193,131,2620,Census Tract 25.03,08,069,002503,Larimer County
69,2298,2117,254,1009,342,301,121,51,39,181,52,55,33,26,9,3,3,2298,1678,439,181,6317,Census Tract 26,08,069,002600,Larimer County
70,2051,1541,365,559,261,219,81,39,17,510,188,129,75,72,30,10,6,2051,1194,347,510,5192,Census Tract 27,08,069,002700,Larimer County
71,1546,1015,317,538,80,56,18,4,2,531,248,148,58,39,23,8,7,1546,619,396,531,3189,Census Tract 28.01,08,069,002801,Larimer County
72,2697,1930,471,1073,185,139,42,12,8,767,325,211,90,77,38,17,9,2697,1247,683,767,5861,Census Tract 28.02,08,069,002802,Larimer County
73,47,6,2,4,0,0,0,0,0,41,21,10,4,3,1,2,0,47,4,2,41,92,Census Tract 28.03,08,069,002803,Larimer County
1,1688,1126,333,428,168,107,51,26,13,562,238,122,86,68,28,9,11,1688,640,486,562,3930,Census Tract 1,08,071,000100,Las Animas County
2,941,631,210,226,84,64,28,13,6,310,108,79,54,36,16,10,7,941,381,250,310,2371,Census Tract 2,08,071,000200,Las Animas County
3,992,834,214,417,103,58,27,11,4,158,54,46,36,6,13,1,2,992,462,372,158,2184,Census Tract 3,08,071,000300,Las Animas County
4,991,619,163,244,93,72,32,12,3,372,185,93,35,35,18,5,1,991,386,233,372,2284,Census Tract 4,08,071,000400,Las Animas County
5,844,521,173,201,59,48,25,11,4,323,149,79,42,22,22,9,0,844,300,221,323,1972,Census Tract 5,08,071,000500,Las Animas County
6,928,742,175,300,116,94,37,14,6,186,67,40,26,23,23,5,2,928,412,330,186,2766,Census Tract 8,08,071,000800,Las Animas County
1,1054,656,173,251,114,73,30,9,6,398,190,85,52,32,25,9,5,1054,418,238,398,3363,Census Tract 9617,08,073,961700,Lincoln County
2,894,641,188,277,67,63,35,3,8,253,103,64,38,31,8,6,3,894,305,336,253,2104,Census Tract 9618,08,073,961800,Lincoln County
1,464,348,88,151,38,41,22,5,3,116,44,35,15,12,7,2,1,464,202,146,116,1090,Census Tract 9659,08,075,965900,Logan County
2,893,687,137,301,94,99,39,13,4,206,66,50,31,33,20,4,2,893,409,278,206,2248,Census Tract 9660,08,075,966000,Logan County
3,2945,2066,480,845,301,262,115,45,18,879,314,237,148,97,48,24,11,2945,1323,743,879,7348,Census Tract 9661,08,075,966100,Logan County
4,1306,602,185,229,76,69,31,8,4,704,404,151,57,49,29,9,5,1306,383,219,704,3111,Census Tract 9662,08,075,966200,Logan County
5,1813,1248,383,520,148,118,58,13,8,565,278,133,58,40,25,7,24,1813,719,529,565,4080,Census Tract 9663,08,075,966300,Logan County
6,626,509,105,227,69,61,32,8,7,117,39,36,18,14,6,3,1,626,300,209,117,4832,Census Tract 9664,08,075,966400,Logan County
1,1126,337,112,129,45,29,14,6,2,789,462,197,68,41,10,4,7,1126,248,89,789,2110,Census Tract 2,08,077,000200,Mesa County
2,731,251,90,99,34,18,5,2,3,480,271,129,46,19,9,5,1,731,201,50,480,1362,Census Tract 3,08,077,000300,Mesa County
3,1568,989,321,366,142,100,39,13,8,579,238,175,78,49,19,12,8,1568,531,458,579,3513,Census Tract 4,08,077,000400,Mesa County
4,759,206,68,70,34,20,9,2,3,553,324,110,62,30,18,6,3,759,154,52,553,2891,Census Tract 5,08,077,000500,Mesa County
5,1956,992,357,364,130,86,36,10,9,964,440,275,136,67,24,11,11,1956,717,275,964,4246,Census Tract 6.01,08,077,000601,Mesa County
6,2140,1046,357,365,149,94,42,26,13,1094,459,303,151,98,48,22,13,2140,727,319,1094,4803,Census Tract 6.02,08,077,000602,Mesa County
7,1770,903,263,316,126,105,54,21,18,867,353,225,107,99,48,24,11,1770,662,241,867,4411,Census Tract 7,08,077,000700,Mesa County
8,2764,2123,455,694,376,346,156,57,39,641,110,155,143,103,71,45,14,2764,1749,374,641,8230,Census Tract 8,08,077,000800,Mesa County
9,1098,702,239,269,80,67,29,8,10,396,105,131,72,52,18,12,6,1098,492,210,396,2971,Census Tract 9,08,077,000900,Mesa County
10,2217,1560,371,747,200,161,54,20,7,657,451,99,36,38,20,6,7,2217,1001,559,657,4764,Census Tract 10.01,08,077,001001,Mesa County
11,2884,2040,490,953,252,214,87,29,15,844,425,224,73,78,28,8,8,2884,1407,633,844,6459,Census Tract 10.02,08,077,001002,Mesa County
12,3260,2121,564,821,320,249,97,45,25,1139,305,294,253,166,79,22,20,3260,1543,578,1139,8132,Census Tract 11.01,08,077,001101,Mesa County
13,1831,1591,332,663,271,204,84,23,14,240,45,58,43,38,38,12,6,1831,1144,447,240,4709,Census Tract 11.02,08,077,001102,Mesa County
14,843,714,115,363,100,76,36,14,10,129,40,43,13,23,8,2,0,843,450,264,129,2098,Census Tract 12,08,077,001200,Mesa County
15,3512,2356,572,915,355,287,156,46,25,1156,342,299,256,138,73,40,8,3512,1852,504,1156,8825,Census Tract 13.01,08,077,001301,Mesa County
16,1842,1567,277,680,253,218,78,34,27,275,60,71,53,36,32,14,9,1842,1152,415,275,4909,Census Tract 13.02,08,077,001302,Mesa County
17,2326,2099,358,985,293,280,108,51,24,227,67,54,30,39,21,10,6,2326,1428,671,227,5998,Census Tract 14.02,08,077,001402,Mesa County
18,1446,1194,249,543,180,140,50,22,10,252,66,77,48,37,11,6,7,1446,806,388,252,3582,Census Tract 14.03,08,077,001403,Mesa County
19,1999,1777,358,912,226,185,61,28,7,222,51,73,35,46,10,3,4,1999,1168,609,222,4708,Census Tract 14.04,08,077,001404,Mesa County
20,4767,3586,691,1355,579,589,237,90,45,1181,382,263,218,169,101,37,11,4767,2845,741,1181,12810,Census Tract 15.01,08,077,001501,Mesa County
21,2655,2284,341,1001,362,318,153,52,57,371,97,111,63,51,27,11,11,2655,1622,662,371,7214,Census Tract 15.02,08,077,001502,Mesa County
22,1406,1220,184,567,188,179,63,24,15,186,68,58,25,13,9,8,5,1406,832,388,186,3631,Census Tract 16,08,077,001600,Mesa County
23,1940,1361,352,592,194,131,54,26,12,579,274,138,73,46,28,13,7,1940,866,495,579,4455,Census Tract 17.02,08,077,001702,Mesa County
24,1641,1390,311,542,206,196,87,36,12,251,57,67,40,45,23,10,9,1641,1043,347,251,4271,Census Tract 17.03,08,077,001703,Mesa County
25,2043,1362,299,465,230,193,114,38,23,681,164,195,128,113,53,19,9,2043,1081,281,681,5500,Census Tract 17.05,08,077,001705,Mesa County
26,2152,1249,298,428,181,177,98,47,20,903,176,217,193,176,90,34,17,2152,850,399,903,6008,Census Tract 17.06,08,077,001706,Mesa County
27,2092,1676,389,584,288,251,109,31,24,416,66,106,98,76,46,17,7,2092,1291,385,416,5600,Census Tract 17.07,08,077,001707,Mesa County
28,1304,1030,214,497,113,123,57,18,8,274,79,89,36,38,21,5,6,1304,653,377,274,3424,Census Tract 18,08,077,001800,Mesa County
29,2023,1780,329,849,248,199,98,33,24,243,75,78,29,25,14,12,10,2023,1273,507,243,5089,Census Tract 19,08,077,001900,Mesa County
1,355,294,86,155,31,19,2,1,0,61,29,13,6,9,3,0,1,355,142,152,61,712,Census Tract 9736,08,079,973600,Mineral County
1,1219,915,143,406,148,132,51,21,14,304,98,90,64,31,12,3,6,1219,658,257,304,3138,Census Tract 3,08,081,000300,Moffat County
2,1725,1150,249,436,175,151,85,29,25,575,219,118,91,75,48,16,8,1725,815,335,575,4523,Census Tract 4,08,081,000400,Moffat County
3,1865,1226,308,476,175,172,59,24,12,639,261,155,76,79,45,18,5,1865,897,329,639,4526,Census Tract 5,08,081,000500,Moffat County
4,656,512,114,228,76,47,26,8,13,144,60,33,14,22,11,2,2,656,281,231,144,1608,Census Tract 6,08,081,000600,Moffat County
1,508,289,65,71,52,39,27,18,17,219,46,55,42,30,23,14,9,508,81,208,219,1588,Census Tract 9411,08,083,941100,Montezuma County
2,1487,1151,290,541,155,92,47,17,9,336,138,88,45,31,21,9,4,1487,644,507,336,3380,Census Tract 9690,08,083,969000,Montezuma County
3,1378,993,256,477,132,74,40,8,6,385,155,100,56,31,26,15,2,1378,639,354,385,3156,Census Tract 9691,08,083,969100,Montezuma County
4,1202,1038,217,497,144,101,47,24,8,164,49,57,17,22,11,5,3,1202,618,420,164,2894,Census Tract 9692,08,083,969200,Montezuma County
5,2418,1790,475,764,259,176,62,34,20,628,224,183,96,67,33,18,7,2418,1111,679,628,5754,Census Tract 9693,08,083,969300,Montezuma County
6,1657,841,234,333,105,82,60,19,8,816,313,208,125,106,40,14,10,1657,520,321,816,3911,Census Tract 9694,08,083,969400,Montezuma County
7,1891,1527,316,662,247,156,77,36,33,364,112,89,49,63,31,10,10,1891,808,719,364,4852,Census Tract 9696,08,083,969600,Montezuma County
1,1214,928,273,409,99,81,46,15,5,286,104,82,34,37,18,7,4,1214,456,472,286,2749,Census Tract 9661,08,085,966100,Montrose County
2,1108,866,155,425,99,96,59,24,8,242,54,72,28,40,31,6,11,1108,521,345,242,2906,Census Tract 9662.01,08,085,966201,Montrose County
3,1513,1048,172,430,147,143,89,29,38,465,118,94,80,90,48,21,14,1513,709,339,465,4426,Census Tract 9662.02,08,085,966202,Montrose County
4,2555,1406,412,506,193,165,77,38,15,1149,460,279,179,111,79,26,15,2555,897,509,1149,6205,Census Tract 9663,08,085,966300,Montrose County
5,2626,1542,459,657,171,143,63,34,15,1084,523,244,118,89,70,25,15,2626,922,620,1084,6110,Census Tract 9664,08,085,966400,Montrose County
6,1136,961,137,527,121,104,45,20,7,175,36,58,27,27,15,7,5,1136,609,352,175,2876,Census Tract 9665.01,08,085,966501,Montrose County
7,1536,1216,240,550,171,155,69,21,10,320,75,77,57,63,30,14,4,1536,885,331,320,3932,Census Tract 9665.02,08,085,966502,Montrose County
8,1311,1062,230,459,143,119,68,29,14,249,72,75,39,36,18,6,3,1311,668,394,249,3309,Census Tract 9665.03,08,085,966503,Montrose County
9,1677,1353,308,539,185,175,74,47,25,324,74,91,64,40,39,10,6,1677,869,484,324,4392,Census Tract 9666.01,08,085,966601,Montrose County
10,1808,1543,276,819,182,146,90,18,12,265,78,81,42,37,15,8,4,1808,970,573,265,4371,Census Tract 9666.02,08,085,966602,Montrose County
1,979,772,120,342,116,122,46,14,12,207,51,64,36,31,14,7,4,979,501,271,207,2600,Census Tract 1,08,087,000100,Morgan County
2,943,694,114,284,119,93,49,20,15,249,69,58,43,36,26,8,9,943,505,189,249,2595,Census Tract 2,08,087,000200,Morgan County
3,639,441,86,181,78,48,22,19,7,198,58,49,27,34,21,4,5,639,268,173,198,1697,Census Tract 3,08,087,000300,Morgan County
4,1766,1014,275,359,140,112,74,25,29,752,332,171,90,71,48,25,15,1766,641,373,752,4420,Census Tract 4,08,087,000400,Morgan County
5,841,478,111,153,65,62,45,24,18,363,119,75,71,52,27,10,9,841,344,134,363,2425,Census Tract 5,08,087,000500,Morgan County
6,2136,1431,257,493,210,196,141,81,53,705,128,137,141,117,92,54,36,2136,908,523,705,6634,Census Tract 6,08,087,000600,Morgan County
7,2286,1303,294,499,179,151,111,40,29,983,476,202,112,97,56,24,16,2286,842,461,983,5979,Census Tract 7,08,087,000700,Morgan County
8,704,558,97,267,80,64,33,12,5,146,43,30,20,28,16,9,0,704,368,190,146,1809,Census Tract 8,08,087,000800,Morgan County
1,703,481,135,210,60,38,29,6,3,222,100,50,24,29,13,6,0,703,286,195,222,1617,Census Tract 9680,08,089,968000,Otero County
2,1123,576,147,222,89,53,42,18,5,547,222,122,78,70,34,13,8,1123,336,240,547,2718,Census Tract 9681,08,089,968100,Otero County
3,1112,849,196,392,104,91,41,17,8,263,106,72,32,28,12,7,6,1112,482,367,263,2708,Census Tract 9682,08,089,968200,Otero County
